year,month_number,sport,total_turnover,total_profit,prev_month_turnover,prev_month_profit,mom_turnover_pct,mom_profit_pct,profit_anomaly_flag
2019,4,E - Call of Duty,16002.0,3683.0,60984.0,-1230.0,-73.76,-399.43,Normal
2019,5,E - Starcraft2,589471.0,4964.0,623625.0,-9809.0,-5.48,-150.61,Normal
2019,5,E - Rainbow Six,3097.0,509.0,9478.0,-516.0,-67.32,-198.64,Normal
2019,5,E - Fifa,837.0,152.0,79.0,-57.0,959.49,-366.67,Normal
2019,5,E - Super Smash Bros,11.0,-31.0,,,,,Normal
2019,5,E - Overwatch,369684.0,6239.0,1014262.0,-11618.0,-63.55,-153.7,Normal
2019,5,E - NBA2K,15076.0,417.0,20473.0,-269.0,-26.36,-255.02,Normal
2019,5,E - CSGO,16756221.0,766570.0,16619973.0,343431.0,0.82,123.21,Normal
2019,5,E - League of Legends,3783923.0,28136.0,3887074.0,195863.0,-2.65,-85.63,Normal
2019,5,E - Honor of Kings,110473.0,6671.0,207356.0,3261.0,-46.72,104.57,Normal
2019,5,E - World of Warcraft,14.0,14.0,132.0,-77.0,-89.39,-118.18,Normal
2019,5,E - Rocket League,22999.0,1886.0,16437.0,-2312.0,39.92,-181.57,Normal
2019,5,Soccer,81349119.37380342,1620890.0,88394005.24522361,1736121.0,-7.97,-6.64,Normal
2019,5,E - Hearthstone,65221.0,4301.0,39931.0,-3510.0,63.33,-222.54,Normal
2019,5,E - Dota2,23220870.0,434702.0,15301516.0,-52838.0,51.76,-922.71,Anomaly
2019,5,E - PUBG,17116.0,-1445.0,5062.0,320.0,238.13,-551.56,Anomaly
2019,5,E - Starcraft: Brood War,72624.0,-2184.0,11366.0,-834.0,538.96,161.87,Normal
2019,5,E - Warcraft 3,37529.0,-1337.0,36522.0,-5973.0,2.76,-77.62,Normal
2019,5,Tennis,121450175.06810129,3147234.0,94680584.77801287,2918667.0,28.27,7.83,Normal
2019,5,E - Call of Duty,61336.0,-4346.0,16002.0,3683.0,283.3,-218.0,Normal
2019,6,E - Starcraft: Brood War,7785.0,1403.0,72624.0,-2184.0,-89.28,-164.24,Normal
2019,6,E - Starcraft2,492483.0,-8359.0,589471.0,4964.0,-16.45,-268.39,Normal
2019,6,E - Rainbow Six,6885.0,568.0,3097.0,509.0,122.31,11.59,Normal
2019,6,E - Overwatch,879851.0,-25660.0,369684.0,6239.0,138.0,-511.28,Anomaly
2019,6,E - NBA2K,4632.0,698.0,15076.0,417.0,-69.28,67.39,Normal
2019,6,E - CSGO,12349095.0,318354.0,16756221.0,766570.0,-26.3,-58.47,Normal
2019,6,E - Rocket League,11607.0,556.0,22999.0,1886.0,-49.53,-70.52,Normal
2019,6,E - League of Legends,9680298.0,321895.0,3783923.0,28136.0,155.83,1044.07,Anomaly
2019,6,E - Fortnite,184.0,184.0,825.0,-5969.0,-77.7,-103.08,Normal
2019,6,E - Honor of Kings,45647.0,3759.0,110473.0,6671.0,-58.68,-43.65,Normal
2019,6,E - Magic,648.0,-747.0,25984.0,-1768.0,-97.51,-57.75,Normal
2019,6,E - PUBG,13448.0,3487.0,17116.0,-1445.0,-21.43,-341.31,Normal
2019,6,E - World of Warcraft,123.0,123.0,14.0,14.0,778.57,778.57,Anomaly
2019,6,Soccer,57575908.278718755,1242572.0,81349119.37380342,1620890.0,-29.22,-23.34,Normal
2019,6,E - Paladins,637.0,12.0,2468.0,-141.0,-74.19,-108.51,Normal
2019,6,E - Street Fighter,530.0,-1035.0,49.0,49.0,981.63,-2212.24,Anomaly
2019,6,E - Hearthstone,145219.0,-6566.0,65221.0,4301.0,122.66,-252.66,Normal
2019,6,E - Dota2,18703078.0,504852.0,23220870.0,434702.0,-19.46,16.14,Normal
2019,6,E - Warcraft 3,53974.0,-2314.0,37529.0,-1337.0,43.82,73.07,Normal
2019,6,Tennis,113307822.49180523,3003953.0,121450175.06810129,3147234.0,-6.7,-4.55,Normal
2019,6,E - Call of Duty,43228.0,4046.0,61336.0,-4346.0,-29.52,-193.1,Normal
2019,6,E - Clash Royale,471.0,-28.0,4.0,-9.0,11675.0,211.11,Normal
2019,7,E - CSGO,14310038.0,331567.0,12349095.0,318354.0,15.88,4.15,Normal
2019,7,E - Quake,23988.0,-3725.0,1994.0,-268.0,1103.01,1289.93,Anomaly
2019,7,E - Starcraft: Brood War,53617.0,-3211.0,7785.0,1403.0,588.72,-328.87,Normal
2019,7,E - Starcraft2,471197.0,-16479.0,492483.0,-8359.0,-4.32,97.14,Normal
2019,7,E - Rainbow Six,18721.0,-5231.0,6885.0,568.0,171.91,-1020.95,Anomaly
2019,7,E - Teamfight Tactics,28.0,-10.0,,,,,Normal
2019,7,E - Overwatch,754240.0,-10721.0,879851.0,-25660.0,-14.28,-58.22,Normal
2019,7,E - Hearthstone,67072.0,3084.0,145219.0,-6566.0,-53.81,-146.97,Normal
2019,7,E - Dota2,11523674.0,32476.0,18703078.0,504852.0,-38.39,-93.57,Normal
2019,7,E - Warcraft 3,42344.0,-393.0,53974.0,-2314.0,-21.55,-83.02,Normal
2019,7,Tennis,121444664.44394279,3550147.0,113307822.49180523,3003953.0,7.18,18.18,Normal
2019,7,E - League of Legends,7660131.0,207791.0,9680298.0,321895.0,-20.87,-35.45,Normal
2019,7,E - NBA2K,7179.0,-394.0,4632.0,698.0,54.99,-156.45,Normal
2019,7,E - Rocket League,4484.0,-582.0,11607.0,556.0,-61.37,-204.68,Normal
2019,7,E - Fortnite,10802.0,-2504.0,184.0,184.0,5770.65,-1460.87,Anomaly
2019,7,E - Honor of Kings,34161.0,1748.0,45647.0,3759.0,-25.16,-53.5,Normal
2019,7,Soccer,50666381.68092877,765420.0,57575908.278718755,1242572.0,-12.0,-38.4,Normal
2019,7,E - Street Fighter,557.0,478.0,530.0,-1035.0,5.09,-146.18,Normal
2019,7,E - Call of Duty,25968.0,-469.0,43228.0,4046.0,-39.93,-111.59,Normal
2019,8,E - Starcraft: Brood War,43188.0,3354.0,53617.0,-3211.0,-19.45,-204.45,Normal
2019,8,E - Starcraft2,525489.0,-10661.0,471197.0,-16479.0,11.52,-35.31,Normal
2019,8,E - Rainbow Six,12898.0,1766.0,18721.0,-5231.0,-31.1,-133.76,Normal
2019,8,E - Fifa,377.0,-282.0,837.0,152.0,-54.96,-285.53,Normal
2019,8,E - Overwatch,898265.0,-15825.0,754240.0,-10721.0,19.1,47.61,Normal
2019,8,E - NBA2K,2423.0,-1106.0,7179.0,-394.0,-66.25,180.71,Normal
2019,8,E - Rocket League,4850.0,908.0,4484.0,-582.0,8.16,-256.01,Normal
2019,8,E - Honor of Kings,5224.0,741.0,34161.0,1748.0,-84.71,-57.61,Normal
2019,8,E - Magic,100.0,-120.0,648.0,-747.0,-84.57,-83.94,Normal
2019,8,E - PUBG,11947.0,-3594.0,13448.0,3487.0,-11.16,-203.07,Normal
2019,8,Soccer,83529830.08609594,2273505.0,50666381.68092877,765420.0,64.86,197.03,Normal
2019,8,E - Paladins,78.0,-165.0,637.0,12.0,-87.76,-1475.0,Anomaly
2019,8,E - Hearthstone,45095.0,-503.0,67072.0,3084.0,-32.77,-116.31,Normal
2019,8,E - Dota2,25314531.0,309173.0,11523674.0,32476.0,119.67,852.0,Anomaly
2019,8,E - League of Legends,8758991.0,353647.0,7660131.0,207791.0,14.35,70.19,Normal
2019,8,E - Call of Duty,33728.0,-4843.0,25968.0,-469.0,29.88,932.62,Anomaly
2019,8,E - Warcraft 3,25159.0,-2147.0,42344.0,-393.0,-40.58,446.31,Normal
2019,8,Tennis,99104742.41115046,2220775.0,121444664.44394279,3550147.0,-18.4,-37.45,Normal
2019,8,E - CSGO,10709328.0,256491.0,14310038.0,331567.0,-25.16,-22.64,Normal
2019,9,E - Starcraft: Brood War,19269.0,-4105.0,43188.0,3354.0,-55.38,-222.39,Normal
2019,9,E - Rainbow Six,17185.0,4943.0,12898.0,1766.0,33.24,179.9,Normal
2019,9,E - Super Smash Bros,99.0,99.0,11.0,-31.0,800.0,-419.35,Normal
2019,9,E - Starcraft2,359186.0,-61928.0,525489.0,-10661.0,-31.65,480.88,Normal
2019,9,E - Overwatch,268480.0,9308.0,898265.0,-15825.0,-70.11,-158.82,Normal
2019,9,E - Rocket League,1727.0,1043.0,4850.0,908.0,-64.39,14.87,Normal
2019,9,E - Honor of Kings,157113.0,990.0,5224.0,741.0,2907.52,33.6,Normal
2019,9,E - PUBG,5186.0,-2259.0,11947.0,-3594.0,-56.59,-37.15,Normal
2019,9,Soccer,99546880.3336983,1251499.0,83529830.08609594,2273505.0,19.18,-44.95,Normal
2019,9,E - Hearthstone,142808.0,-596.0,45095.0,-503.0,216.68,18.49,Normal
2019,9,E - Dota2,2987924.0,3640.0,25314531.0,309173.0,-88.2,-98.82,Normal
2019,9,E - Warcraft 3,25333.0,-657.0,25159.0,-2147.0,0.69,-69.4,Normal
2019,9,Tennis,91467919.185981,1547818.0,99104742.41115046,2220775.0,-7.71,-30.3,Normal
2019,9,E - League of Legends,4964299.0,59553.0,8758991.0,353647.0,-43.32,-83.16,Normal
2019,9,E - CSGO,13066631.0,481645.0,10709328.0,256491.0,22.01,87.78,Normal
2019,10,E - Starcraft: Brood War,47592.0,-12543.0,19269.0,-4105.0,146.99,205.55,Normal
2019,10,E - Starcraft2,540442.0,-3062.0,359186.0,-61928.0,50.46,-95.06,Normal
2019,10,E - Rainbow Six,8900.0,-244.0,17185.0,4943.0,-48.21,-104.94,Normal
2019,10,E - Overwatch,90077.0,-10015.0,268480.0,9308.0,-66.45,-207.6,Normal
2019,10,E - Formula 1,33.0,-17.0,,,,,Normal
2019,10,E - Quake,2813.0,-452.0,23988.0,-3725.0,-88.27,-87.87,Normal
2019,10,E - Warcraft 3,46812.0,-98.0,25333.0,-657.0,84.79,-85.08,Normal
2019,10,E - Honor of Kings,176075.0,-9026.0,157113.0,990.0,12.07,-1011.72,Anomaly
2019,10,E - Magic,1365.0,-847.0,100.0,-120.0,1265.0,605.83,Anomaly
2019,10,Soccer,97080632.28185806,3414784.0,99546880.3336983,1251499.0,-2.48,172.86,Normal
2019,10,E - Rocket League,18773.0,1670.0,1727.0,1043.0,987.03,60.12,Normal
2019,10,E - Hearthstone,27457.0,-1313.0,142808.0,-596.0,-80.77,120.3,Normal
2019,10,E - Dota2,13335301.0,-282292.0,2987924.0,3640.0,346.31,-7855.27,Anomaly
2019,10,Tennis,105845444.37963279,1746954.0,91467919.185981,1547818.0,15.72,12.87,Normal
2019,10,E - League of Legends,7179766.0,364677.0,4964299.0,59553.0,44.63,512.36,Anomaly
2019,10,E - Fifa,160.0,-45.0,377.0,-282.0,-57.56,-84.04,Normal
2019,10,E - CSGO,15640826.0,278272.0,13066631.0,481645.0,19.7,-42.22,Normal
2019,11,E - Starcraft: Brood War,57129.0,-11360.0,47592.0,-12543.0,20.04,-9.43,Normal
2019,11,E - Starcraft2,339447.0,13860.0,540442.0,-3062.0,-37.19,-552.65,Anomaly
2019,11,E - Arena of Valor,1999.0,-423.0,572.0,-200.0,249.48,111.5,Normal
2019,11,E - Rainbow Six,14368.0,-2019.0,8900.0,-244.0,61.44,727.46,Anomaly
2019,11,E - Overwatch,69243.0,3199.0,90077.0,-10015.0,-23.13,-131.94,Normal
2019,11,E - Quake,7414.0,33.0,2813.0,-452.0,163.56,-107.3,Normal
2019,11,E - Warcraft 3,71691.0,4626.0,46812.0,-98.0,53.15,-4820.41,Anomaly
2019,11,E - Honor of Kings,123875.0,669.0,176075.0,-9026.0,-29.65,-107.41,Normal
2019,11,E - Magic,1544.0,295.0,1365.0,-847.0,13.11,-134.83,Normal
2019,11,E - PUBG,13479.0,-1666.0,5186.0,-2259.0,159.91,-26.25,Normal
2019,11,E - World of Warcraft,543.0,372.0,123.0,123.0,341.46,202.44,Normal
2019,11,Soccer,111282001.18859096,494490.0,97080632.28185806,3414784.0,14.63,-85.52,Normal
2019,11,E - Rocket League,18505.0,-911.0,18773.0,1670.0,-1.43,-154.55,Normal
2019,11,E - Hearthstone,4946.0,255.0,27457.0,-1313.0,-81.99,-119.42,Normal
2019,11,E - Dota2,13359562.0,101852.0,13335301.0,-282292.0,0.18,-136.08,Normal
2019,11,Tennis,47697380.75897742,921055.0,105845444.37963279,1746954.0,-54.94,-47.28,Normal
2019,11,E - League of Legends,1725862.0,149242.0,7179766.0,364677.0,-75.96,-59.08,Normal
2019,11,E - Fifa,2928.0,-975.0,160.0,-45.0,1730.0,2066.67,Anomaly
2019,11,E - CSGO,13223409.0,407869.0,15640826.0,278272.0,-15.46,46.57,Normal
2019,12,E - Starcraft2,72060.0,-4404.0,339447.0,13860.0,-78.77,-131.77,Normal
2019,12,E - Overwatch,5385.0,-1182.0,69243.0,3199.0,-92.22,-136.95,Normal
2019,12,E - Rainbow Six,6632.0,746.0,14368.0,-2019.0,-53.84,-136.95,Normal
2019,12,E - Quake,632.0,-264.0,7414.0,33.0,-91.48,-900.0,Anomaly
2019,12,E - Warcraft 3,665.0,-161.0,71691.0,4626.0,-99.07,-103.48,Normal
2019,12,E - Dota2,10149974.0,-82469.0,13359562.0,101852.0,-24.02,-180.97,Normal
2019,12,E - League of Legends,2042095.0,-18713.0,1725862.0,149242.0,18.32,-112.54,Normal
2019,12,E - Fifa,221.0,-167.0,2928.0,-975.0,-92.45,-82.87,Normal
2019,12,E - CSGO,13444216.0,526774.0,13223409.0,407869.0,1.67,29.15,Normal
2019,12,E - Street Fighter,12861.0,876.0,557.0,478.0,2208.98,83.26,Normal
2019,12,Tennis,12495175.111545563,429525.0,47697380.75897742,921055.0,-73.8,-53.37,Normal
2019,12,E - Honor of Kings,84748.0,4494.0,123875.0,669.0,-31.59,571.75,Anomaly
2019,12,E - Magic,1928.0,1151.0,1544.0,295.0,24.87,290.17,Normal
2019,12,E - Other Esports,102759.0,3746.0,426.0,65.0,24021.83,5663.08,Anomaly
2019,12,Soccer,108646803.76703875,1560228.0,111282001.18859096,494490.0,-2.37,215.52,Normal
2019,12,E - Rocket League,11507.0,1068.0,18505.0,-911.0,-37.82,-217.23,Normal
